"","X","Season","Round","Date","Local.start.time","Venue","Attendance","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","Home.score","Home.coach","Home.coach.DOB","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","Away.score","Away.coach","Away.coach.DOB","First.name","Surname","ID","DOB","Height","Weight","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground..","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","year","month","day","pavO","pavD","pavM"
"4230",600567,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Jarrod","Harbrow",11555,"18/07/1988",178,73,5,"Gold Coast",13,4,9,0,0,0,3,5,0,0,2,1,1,0,8,11,0,0,1,6,0,79,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,105,116,9
"4231",600568,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Jesse","Joyce",12449,"17/08/1997",191,90,38,"Gold Coast",3,0,9,0,0,0,1,2,0,0,1,1,0,0,2,10,0,0,1,0,0,82,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,106,54,4
"4232",600569,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Kade","Kolodjashnij",12256,"9/08/1995",190,85,28,"Gold Coast",12,7,5,0,0,0,2,4,2,0,3,0,1,0,1,16,0,0,3,5,0,87,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,106,121,35
"4233",600570,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Jesse","Lonergan",12180,"14/11/1994",184,91,37,"Gold Coast",9,5,10,0,0,0,4,0,2,1,2,1,0,0,9,10,0,0,1,0,0,72,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,108,19,63
"4234",600571,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Tom","Lynch",11948,"31/10/1992",199,98,19,"Gold Coast",12,8,5,4,1,0,3,0,2,1,2,2,1,0,13,6,2,3,6,0,3,93,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,120,70,60
"4235",600572,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Nick","Malceski",4117,"15/08/1984",189,86,7,"Gold Coast",19,8,5,0,0,0,2,3,7,2,4,1,2,0,5,19,0,0,1,0,0,81,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,111,78,150
"4236",600573,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Jack","Martin",12236,"29/01/1995",186,79,4,"Gold Coast",10,5,7,1,0,2,6,1,2,1,0,0,0,0,5,12,1,1,0,1,0,71,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,108.5,19.6666666666667,71
"4237",600574,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Brandon","Matera",11915,"11/03/1992",175,70,32,"Gold Coast",9,5,3,1,2,0,4,1,2,2,0,0,0,0,5,7,1,1,1,1,1,75,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,111,33,82
"4238",600575,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Steven","May",11940,"10/01/1992",193,102,17,"Gold Coast",16,13,8,0,0,0,3,3,0,0,2,2,0,2,6,17,2,0,14,0,0,90,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,107,245,11
"4239",600576,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Touk","Miller",12331,"22/02/1996",178,81,11,"Gold Coast",16,3,12,0,0,0,7,1,5,7,1,2,0,0,16,11,0,0,1,0,0,82,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,112,39,238
"4240",600577,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Tom","Nicholls",11951,"4/03/1992",203,102,22,"Gold Coast",6,4,7,0,0,24,5,1,3,6,3,1,2,0,11,2,2,0,1,0,0,82,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,113,18,215
"4241",600578,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Josh","Schoenfeld",12466,"3/07/1997",186,75,36,"Gold Coast",10,8,9,0,0,0,4,2,1,0,1,0,1,0,2,17,0,0,2,0,0,81,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,105,70,26
"4242",600579,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Alex","Sexton",12080,"3/12/1993",186,82,6,"Gold Coast",22,4,4,1,0,0,8,0,14,7,4,0,1,0,7,17,0,1,0,0,3,90,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,128,-2,373
"4243",600580,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Matt","Shaw",11931,"5/02/1992",187,82,26,"Gold Coast",10,5,12,0,0,0,1,0,3,1,4,0,0,0,7,15,0,0,1,2,1,81,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,111,17,68
"4244",600581,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Seb","Tape",11918,"6/08/1992",191,83,48,"Gold Coast",7,4,10,0,0,0,4,1,4,0,1,1,0,0,7,10,0,0,3,0,0,86,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,110,62,73
"4245",600582,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Rory","Thompson",11992,"12/03/1991",200,100,16,"Gold Coast",6,2,3,0,0,0,3,0,0,0,1,0,0,0,2,7,0,0,7,0,0,88,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,105,86,9
"4246",600583,2016,"18","2016-07-23",1410,"Carrara",8933,"Gold Coast",5,2,8,3,12,7,16,9,105,"Rodney Eade","4/04/1958","Fremantle",3,0,9,5,10,6,12,9,81,"Ross Lyon","8/11/1966","Peter","Wright",12366,"8/09/1996",203,100,30,"Gold Coast",12,8,5,3,1,4,3,0,2,2,2,2,0,0,4,12,1,2,3,0,0,86,0,"Andrew Stephens","Jack Edwards","Scott Jeffery","",2016,7,23,112,37.3333333333333,87
"4247",600606,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Callum","Ah Chee",12414,"9/10/1997",182,71,13,"Gold Coast",5,3,12,0,0,0,2,1,3,3,2,2,0,0,8,10,0,0,1,0,1,76,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,92,39,113
"4248",600607,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Ryan","Davis",11667,"7/06/1989",188,85,39,"Gold Coast",10,2,8,2,0,0,3,1,6,0,0,1,0,0,4,13,0,0,2,2,1,81,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,94,48,100
"4249",600608,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Sam","Day",11947,"6/09/1992",197,102,12,"Gold Coast",4,3,2,0,1,0,2,1,1,0,0,1,0,0,2,4,0,1,0,0,0,92,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,87,21,22
"4250",600609,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Jarrod","Garlett",5488,"3/05/1996",181,68,41,"Gold Coast",14,5,5,1,0,0,9,4,4,4,3,2,0,0,9,10,1,0,1,0,1,73,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,93,101,169
"4251",600610,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Jarrad","Grant",11744,"6/07/1989",193,85,2,"Gold Coast",7,4,10,0,0,0,1,0,1,1,2,1,1,0,7,10,0,0,1,0,2,79,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,91,16,38
"4252",600611,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Mitch","Hallahan",12271,"23/08/1992",183,84,14,"Gold Coast",10,2,9,1,0,0,5,1,2,4,2,2,1,0,11,10,1,1,1,0,0,79,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,88,32,126
"4253",600612,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Jarrod","Harbrow",11555,"18/07/1988",178,73,5,"Gold Coast",15,3,9,0,0,0,2,6,2,1,2,1,1,0,4,21,0,0,1,1,0,93,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,86,135,56
"4254",600613,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Jesse","Joyce",12449,"17/08/1997",191,90,38,"Gold Coast",10,6,5,0,0,0,2,1,0,2,0,0,0,0,3,12,0,0,2,0,0,83,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,84,50,46
"4255",600614,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Kade","Kolodjashnij",12256,"9/08/1995",190,85,28,"Gold Coast",13,10,7,0,0,0,1,1,1,0,2,0,0,0,3,17,0,0,3,2,0,90,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,85,66,18
"4256",600615,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Sean","Lemmens",12234,"2/11/1994",184,74,23,"Gold Coast",6,4,8,0,0,0,0,2,0,0,2,0,0,0,4,11,0,1,3,0,0,73,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,85,76,0
"4257",600616,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Tom","Lynch",11948,"31/10/1992",199,98,19,"Gold Coast",11,9,8,4,1,0,0,0,2,0,5,2,1,1,10,10,4,4,2,0,2,97,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,97,19,31
"4258",600617,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Jack","Martin",12236,"29/01/1995",186,79,4,"Gold Coast",13,7,9,0,0,1,2,3,0,3,3,0,1,0,8,15,0,0,4,0,0,80,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,83.25,112.333333333333,66.5
"4259",600618,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Brandon","Matera",11915,"11/03/1992",175,70,32,"Gold Coast",15,6,5,2,1,0,1,0,4,1,1,0,0,0,3,17,0,1,0,0,2,71,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,95,2,83
"4260",600619,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Steven","May",11940,"10/01/1992",193,102,17,"Gold Coast",17,14,10,0,0,0,0,5,3,1,2,2,1,3,10,16,2,0,2,2,0,95,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,88,140,66
"4261",600620,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Touk","Miller",12331,"22/02/1996",178,81,11,"Gold Coast",5,0,19,0,0,1,5,0,3,2,4,1,0,0,12,12,0,0,2,0,0,84,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,88.25,25.3333333333333,102.5
"4262",600621,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Tom","Nicholls",11951,"4/03/1992",203,102,22,"Gold Coast",3,2,7,1,0,18,5,0,0,1,1,0,0,0,8,3,1,1,2,0,0,78,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,89.5,10,62
"4263",600622,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Matt","Rosa",4133,"23/11/1986",191,84,3,"Gold Coast",9,5,12,0,0,0,7,2,3,2,1,0,1,0,6,15,0,0,1,0,0,79,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,86,55,105
"4264",600623,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Josh","Schoenfeld",12466,"3/07/1997",186,75,36,"Gold Coast",6,3,6,0,0,0,1,0,3,2,2,1,1,0,6,8,0,0,3,0,1,80,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,90,39,88
"4265",600624,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Alex","Sexton",12080,"3/12/1993",186,82,6,"Gold Coast",4,2,1,0,0,0,1,0,3,1,1,0,0,0,2,3,0,0,1,1,0,49,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,87,14,68
"4266",600625,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Matt","Shaw",11931,"5/02/1992",187,82,26,"Gold Coast",12,3,8,0,0,0,1,2,4,3,3,1,0,0,9,12,1,0,2,0,0,84,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,89,69,124
"4267",600626,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Rory","Thompson",11992,"12/03/1991",200,100,16,"Gold Coast",10,12,5,0,0,0,3,5,1,0,0,0,0,0,4,11,2,0,11,0,0,98,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,85,244,24
"4268",600627,2016,"20","2016-08-06",1635,"Carrara",9108,"Gold Coast",5,2,9,5,12,6,13,6,84,"Rodney Eade","4/04/1958","Greater Western Sydney",4,2,8,5,11,6,14,8,92,"Leon Cameron","2/09/1972","Peter","Wright",12366,"8/09/1996",203,100,30,"Gold Coast",10,4,6,2,0,8,0,0,1,2,2,1,0,0,7,8,1,1,2,0,0,87,0,"Curtis Deboy","Nick Foot","Simon Meredith","",2016,8,6,89,20.6666666666667,68
"4269",600672,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Callum","Ah Chee",12414,"9/10/1997",182,71,13,"Gold Coast",4,5,14,0,0,0,3,0,2,0,1,1,1,0,8,10,1,0,1,0,0,78,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,68,17,39
"4270",600673,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Keegan","Brooksby",12362,"27/04/1990",197,99,31,"Gold Coast",7,3,10,0,0,29,6,1,1,5,2,1,1,0,10,7,0,0,3,0,0,89,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,74.25,39.6666666666667,176.5
"4271",600674,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Ryan","Davis",11667,"7/06/1989",188,85,39,"Gold Coast",3,0,3,0,0,0,0,0,2,1,0,2,0,0,3,3,0,0,0,0,1,35,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,73,4,52
"4272",600675,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Sam","Day",11947,"6/09/1992",197,102,12,"Gold Coast",7,3,5,2,3,2,3,0,2,0,0,0,0,0,6,6,0,3,2,0,1,89,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,74.5,13.6666666666667,42
"4273",600676,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Brayden","Fiorini",12481,"22/08/1997",186,75,29,"Gold Coast",19,7,13,2,1,0,12,2,2,5,1,1,0,1,8,22,0,0,0,0,1,72,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,72,49,167
"4274",600677,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Jarrad","Grant",11744,"6/07/1989",193,85,2,"Gold Coast",7,4,9,0,1,0,3,1,2,3,2,0,1,0,6,11,0,0,3,0,0,80,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,67,58,98
"4275",600678,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Aaron","Hall",12041,"9/11/1990",185,84,33,"Gold Coast",20,3,7,0,0,0,5,0,5,3,1,0,0,0,6,22,0,0,2,0,2,80,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,77,27,150
"4276",600679,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Mitch","Hallahan",12271,"23/08/1992",183,84,14,"Gold Coast",8,0,14,0,0,0,4,2,3,4,5,1,2,0,10,13,0,0,0,0,0,73,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,68,38,136
"4277",600680,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Jesse","Joyce",12449,"17/08/1997",191,90,38,"Gold Coast",4,3,8,0,0,0,0,2,0,1,0,0,0,0,5,7,0,0,3,0,1,79,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,69,79,20
"4278",600681,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Kade","Kolodjashnij",12256,"9/08/1995",190,85,28,"Gold Coast",11,6,8,0,0,0,2,2,1,1,1,1,0,0,5,15,0,0,4,0,0,88,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,68,96,42
"4279",600682,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Tom","Lynch",11948,"31/10/1992",199,98,19,"Gold Coast",12,7,7,1,4,1,2,0,5,1,2,2,1,0,9,10,3,2,2,0,1,94,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,77.25,24.3333333333333,103.5
"4280",600683,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Darcy","MacPherson",12438,"29/10/1997",174,72,44,"Gold Coast",5,2,5,1,1,0,3,0,3,0,1,1,1,0,4,6,0,0,0,0,0,76,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,69,2,54
"4281",600684,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Jack","Martin",12236,"29/01/1995",186,79,4,"Gold Coast",12,6,11,0,0,1,4,2,2,0,1,0,1,0,5,17,0,0,0,0,0,89,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,67.25,43.3333333333333,42.5
"4282",600685,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Brandon","Matera",11915,"11/03/1992",175,70,32,"Gold Coast",11,2,4,1,1,0,5,1,1,1,0,0,0,0,4,12,0,0,1,1,0,76,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,67,34,50
"4283",600686,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Steven","May",11940,"10/01/1992",193,102,17,"Gold Coast",15,9,7,0,0,1,1,4,2,0,2,1,2,0,5,14,1,0,7,0,0,95,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,67.25,170.333333333333,33.5
"4284",600687,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Touk","Miller",12331,"22/02/1996",178,81,11,"Gold Coast",14,2,14,0,0,1,5,1,6,7,1,1,0,0,14,15,0,0,1,0,0,83,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,73.25,35.3333333333333,247.5
"4285",600688,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Matt","Rosa",4133,"23/11/1986",191,84,3,"Gold Coast",12,7,16,1,0,0,4,1,1,1,5,1,2,0,9,20,0,1,2,0,0,89,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,67,45,46
"4286",600689,2016,"23","2016-08-27",1925,"Carrara",9213,"Gold Coast",1,4,2,7,7,10,9,12,66,"Rodney Eade","4/04/1958","Port Adelaide",2,3,6,4,10,7,13,11,89,"Ken Hinkley","30/09/1966","Adam","Saad",12330,"23/07/1994",178,74,42,"Gold Coast",12,7,8,0,0,0,3,3,5,1,6,1,2,0,3,19,0,0,3,7,0,80,0,"Andrew Stephens","Sam Hay","Brent Wallace","",2016,8,27,70,101,103
